commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2025-05-31T00:57:11Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgxYeQHA4MEHSh_YfLZ4AaABAg,@jedi9977,AMC 3580 shares and still buying!,9
2025-06-02T02:52:09Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgwhFrbH1It7ZmpWgOt4AaABAg,@dennishoke459,"This retest is important for AMC due to the fact that we touched the 200 ema on the 4-year cycle. We reclaim the 200 ema and were going parabolic. All of the halts for the last four years says that there is so much pressure behind this stock just waiting to explode. Yes, I bought the stock in 2021 like everyone else and got stuck but I never sold. I gained 4 years of educating myself on what was actually going fundamentally. All meme stocks are about to go parabolic then market correction coming for real. Great video, simple and to the point.",0
2025-05-31T05:50:46Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgzFU0KZo_eaCEs72h54AaABAg,@RyanChipps,Great video Rico,2
2025-05-30T16:51:22Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgzjJDXp9kAvLl6wQkB4AaABAg,@Kubiontour,You give me Hope Bro,4
2025-05-30T16:37:09Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgytZmYWbUFRjwRpTw54AaABAg,@landonohman5162,You sir are the goat.,4
2025-05-31T01:26:48Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],Ugz9gV2VlbwjFzWAb3Z4AaABAg,@StockCrunch,This is beautiful analysis. Like literally the most brilliant analysis I have ever seen by someone on here. Bravo and tip my hat to you sir. My college teacher would be proud of you,1
2025-05-31T18:09:12Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgyVYOAqpdAO3z-Ca1J4AaABAg,@G00033,"I used to watch this channel back when people were upset, and you wore a red band and licked🤪 the charts in 2021 and 2022. I lost a lot during those years, but I see it as the cost of education because I’ve learned so much. Now I have a handful of stocks I follow that look promising when analyzed with Wyckoff charts.",0
2025-05-30T17:31:14Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgyJ_gphclOPqfGaki94AaABAg,@polarvortexttv9607,W video. Thanks for the update!,2
2025-05-31T19:38:05Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],Ugzj4RVB8NC4trn1L7Z4AaABAg,@mmtrmmtlp,"I am buying $25,000 worth of contracts expiring in September. I believe this thing will squeeze in June for sure.",4
2025-05-31T01:20:41Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgwPklAAoBI1Vrfskxl4AaABAg,@islandofdoctormoreau8191,"I been buy amc every 1-2 weeks 🍿🍿🎫🎫🚀🚀🚀🚀🚀5,700 shares 9.05  lets go",4
2025-05-30T16:25:51Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgyyooIoifsr5c_yvnR4AaABAg,@pierrecharles8285,Great analysis!,2
2025-05-31T01:17:14Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgxkIZPh39whIbnHdlp4AaABAg,@tariksmith2181,"Total agree , good analysis,  very detailed . Hodl until end of the year 2025 . Great turn around story $50 + plus  🚀🚀🔥🔥💰💰",4
2025-05-30T20:37:31Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],Ugzya3k2NiuMGNbJoZ54AaABAg,@Robert-u1u2u,Thanks,2
2025-06-03T14:40:07Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgwzSOlAEHzUIs4-YhJ4AaABAg,@nutrifitcle,Solid vid,0
2025-05-30T20:34:24Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgwuekNFDqugyqfubfJ4AaABAg,@G00033,Is this Roaring Rico?,3
2025-06-03T21:24:38Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],Ugx6vbHP64B_30-NeWl4AaABAg,@StockCrunch,Happy Tuesday to you. Woulld like an update on GME/AMC. Volume looks to be respecting that supply zone and now turning it into support. Would like to see your views.,0
2025-05-31T02:10:37Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgzKUKkYXWCI5ll4JKZ4AaABAg,@TechWeLove,💎🦍💎 🚀🚀🚀🚀🚀,3
2025-05-31T08:33:48Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgyfH5gUZWv9epkigSB4AaABAg,@ROARINGLION11,Now throw in the fact there are billions of shorts stuck in amc in an attempt to bankrupt it that hedge funds cant close. Thats the volume you haven't equated.,3
2025-06-23T15:45:57Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],UgxoxjD4XSu6i-qJsFt4AaABAg,@primusinterpares9437,More amc pls,0
2025-06-03T14:40:57Z,2025-05-30T16:09:48Z,kVnTjq9-RDw,$AMC $GME Why Volume to Price Analysis is CRUCIAL here. [Wyckoff Theory: Range Analysis],Ugws8lcdwsEjstaEd4V4AaABAg,@nutrifitcle,I still have 20k shares. Looks like everyone else has a bunch too,0
2025-05-27T21:50:19Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgybAmjMnnER8EiUtfd4AaABAg,@PracticalInvesting,Are you HOLDING AMC or did you SELL?,4
2025-05-27T22:47:11Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgxFXBRR_qs4UiCJ0aR4AaABAg,@Michaelmsneed,Holding since 2021,17
2025-05-30T14:45:02Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgzTtQVvNOiLJT_0MvV4AaABAg,@Hernan21132,"I’ve always believed in the power of the stock market, but over time, I realized that relying on just one asset class limits your potential. That’s why I started diversifying into cryptocurrency and the results speak for themselves. In just a short period, I’ve grown my cryptocurrency holdings to 4.7 B T C, outperforming many of my traditional stock investments. Cryptocurrency  isn’t replacing stocks, it’s enhancing the strategy. Diversification is key, and in this digital age, ignoring crypto means missing out.",164
2025-05-28T00:55:24Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgwokTmYBecZnaKVKMt4AaABAg,@markyp3851,Holding since 2021 and not selling till it hits the 🌑,8
2025-05-28T01:09:18Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugz01hwAg1Wc5nK79dx4AaABAg,@jdc590,Holding since 2021!,7
2025-05-28T00:07:20Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugy6MBrI9X7xoLtVez94AaABAg,@xxfluperxx2,AMC to 5K let's gooo 🚀🚀🍻💰,11
2025-05-27T22:39:22Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgyeCJXk0vEmjakWHP94AaABAg,@JamesSmith-i8k2k,"This is one of my favorite channel Thanks for breaking it down!! I'm glad I can still smile, I'm really happy for today☺️. I finally got my profit of $70,000 on this crypto investment after feeling so escatic and heavy minded that nothing good can come out of it",9
2025-06-17T18:01:10Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgwEA6sfKDefr-9x6UN4AaABAg,@DrStocks-iz3tf,I’m still down 4k so when is it going to be high again?,1
2025-05-28T10:24:25Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugys0cv6sB_l6EKiuz94AaABAg,@hellrell2995,HOLDING TIL $75,4
2025-05-28T02:05:32Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugz5FhWeyP7L7setClZ4AaABAg,@Gen-Atari-X,Holding since 2021 . Bought at 3 and bought at 70 then back to 3 😂😂 im a sucker for punishment,6
2025-05-28T01:20:58Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgxaItDPZTWtDRVXmKV4AaABAg,@Serg_lemus,AMC waking up again 🚀🚀🦍,6
2025-05-28T04:42:23Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugwd9YXHdv9NCFTyu9J4AaABAg,@andreashammerl4094,2021 Hodler,5
2025-05-28T08:18:49Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugx1XxiNk0lKrdv7giN4AaABAg,@lifeafterthesqueeze3861,"no cell, no sale",3
2025-05-28T01:32:09Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugx4disUK0KPMRlkl3l4AaABAg,@StoverEnt,Holding,6
2025-05-27T22:46:04Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgwciQTZnUJu_vFUc3B4AaABAg,@avasaunders9987,"Being in the Discord and starting trading has genuinely been life-changing. I started with a small $9,000 account, and in just one week, I’ve grown it to $26,800. It might not be a huge amount to some, but for me, that kind of growth is incredible. Grateful for the journey and everything I’m learning!",4
2025-05-28T00:17:15Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgwVj_AjLuaaLtilmad4AaABAg,@adolphnavarro4745,Charles Thanks Bro,3
2025-05-28T15:52:01Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgzcDh64jhqvtjhZsX94AaABAg,@shanemyers6244,Sold at 4$ might buy again today,2
2025-05-28T10:13:37Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),Ugz6-LaUbtPLEQP0LSh4AaABAg,@Lavoro808,Holding since yesterday,2
2025-05-28T02:38:06Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgweoVlZQO1wszu-YDB4AaABAg,@DOHDI777,HODL!,4
2025-05-28T11:53:29Z,2025-05-27T21:47:14Z,Mz1pxaad6SY,🚀 BUCKLE UP: CHARLES PAYNE JUST WENT NUTS ON AMC STOCK! (AMC Short Squeeze Update!),UgzUV5N9iSXF15z5sBd4AaABAg,@ronperry9675,"Have held since 2021 and have not sold APE or AMC. I hope it can hit 100 at some point. The powers that be will not let this stock squeeze, but 100 is an easy number for the stock to achieve since they did a 10-1 split.",1
