date,userName,text,likes,replies,uri
2025-06-18T13:17:45.345Z,julianthelemur.bsky.social,"#Lemurslist   ERs   $ACB down. 4.90-5 50/100/200d to hold. 5.62 21d up, 4.50 down   $JBL day 2 similar to $ORCL (2ndary watch, looking for consolidation inside days)    $OKLO trend down ydy, 63.20 support, pdl to crack. $NNE, $SMR similar moves",0,1,at://did:plc:giy5efgcxxghywvrif5tlco5/app.bsky.feed.post/3lrv3ua76zc2t
2025-03-20T16:49:03.684Z,theoptionsbully2.bsky.social,"$SNAP $BAC $VRT $UWMC $MU $RIOT $CL $HTZ $CBRE $GDS $APA $HIMS   $BE $LLY $LW $NRG $XNET $HST $CLS $ACB $TTD $OKLO $SABR $MT $SNY    www.patreon.com/posts/124793...  🎯 3/20/2025 - Top Unusual Options Live Trade Stocks  ⚠️ 170 of   8,000+ Stocks Chosen As Relevant (Trade Details Attached)",0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lkt5p7qf3223
2025-03-17T15:21:33.285Z,contratheheard.bsky.social,"Our latest Globe & Mail article is out the door. Phil Mackellar writes about how the pot stocks bubble has burst, and some companies have piqued our interest. $WEED.CA, $CGC, $TLRY.CA, $TLRY, $OGI.CA, $OGI, $ACB.CA, $ACB, $CRON.CA, $CRON www.contratheheard.com/the-contra-g...",0,0,at://did:plc:jcvgrkvntfjuldilpf4bdfha/app.bsky.feed.post/3lklhfy67nk2l
2025-02-18T14:16:43.477Z,theoptionsbully2.bsky.social,$BAC $ITOS $CERT $ACB $VNDA $DM $GME $BG $WULF $INFY $LUMN $INFA   $SLB $GERN $UL $DD $EDIT $ADM $MODG $DADA $KLG $PSNL $ALLO $IMMR    🎯#TopUnusual Report-Part 3 🎯Verified Feb 14 Data ⚠️These   72of8000+ Verified & Represent Top Bullish Unusual Options Stocks  www.patreon.com/posts/topunu...,0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lihh774iy22k
2025-02-10T14:19:58.897Z,theoptionsbully2.bsky.social,$CZR $ADSK $DG $EH $NWL $MUX $VALE $ANAB $HUN $BBWI $IVZ $PTGX   $ALKS $DBI $TDOC $AUR $LSCC $TIGR $PAGS $SDRL $ACB $CROX $VG    🎯#TopUnusual Report-Part 2 🎯Verified Feb 07 Data ⚠️These   68of140 Verified & Represent Top Bullish Unusual Options Stocks  www.patreon.com/posts/topunu...,0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lhtdnnsat22z
2025-02-07T15:06:28.939Z,theoptionsbully2.bsky.social,$LILAK $GDS $ALLT $SOFI $CX $KVUE $GOOS $NOTE $ITUB $PGEN $MTLS $PINS $GALT $CLMT $ARRY $FBIO $INDV $SKX $ACB $DTC $APPS $TLRY  🎯#TopUnusual Report-Part 2 🎯Verified Feb 06 Data ⚠️These 47of140 Verified & Represent Top Bullish Unusual Options Stocks   www.patreon.com/posts/topunu...,0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lhluu27cac2j
2025-02-07T13:46:50.531Z,thedeepdive.bsky.social,Aurora Cannabis Enters $27 Million Supply Agreement With SNDL  $SNDL $ACB $ACB.to #potstocks #cannabis thedeepdive.ca/aurora-canna...,0,0,at://did:plc:toj3xe4fajjfbtc3niqwz46z/app.bsky.feed.post/3lhlqfn5rak2u
2025-02-07T00:29:42.299Z,theoptionsbully2.bsky.social,$EQ $HKD $RLMD $SHOT $SKX $ACB $IVVD $PRAX $VG $APPS $LILAK $CGC   $GPRO $GFS $GERN $BYRN $PINS $ZETA $ARRY $TLRY $SOFI $XPEV $ACMR $EA $BILL   www.patreon.com/posts/121685... 💎 2/6/2025  💎Top   Unusual Options Implied Volatility Watchlist & Database   Ready 💎IV Change Details For   100+ Stocks,0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lhkduancfk2h
2025-02-06T16:03:29.032Z,theoptionsbully2.bsky.social,$XEL $CPIX $UAA $ENVX $PSNY $TBCH $NNDM $GERN $IVVD $ACB $CYH   $CWAN $APPS $RXRX $MVIS $GPRO $COUR $RBBN $SNDL $TIGR $MJ    🎯#TopUnusual Report-Part 3 🎯Verified Feb 05 Data ⚠️These   64of140 Verified & Represent Top Bullish Unusual Options Stocks  www.patreon.com/posts/topunu...,0,0,at://did:plc:jpr6md55ruqrqlskog3ykywr/app.bsky.feed.post/3lhjhl2fkr225
2025-02-05T16:41:53.659Z,dekmartrades.bsky.social,$ACB Aurora Cannabis Inc. (ACB) Surpasses Q3 Earnings and Revenue Estimates foxrunner.com?fpr=newsscan...,1,0,at://did:plc:pxti2xgm2sstrto4zfmbnfzg/app.bsky.feed.post/3lhgzassc6k26
2025-02-05T15:26:49.248Z,followmyprediction.bsky.social,Speculative momentum stock pick from 9:33 am this morning. Potential 52% same day profit. The absolute only trader posting daily buy and sell ranges that profit. #StockMarket #StocksToBuy  $CPIX $RNAZ $PLTR $ASST $AMC $KTTA $NVVE $ACB $BBAI followmypredictions.com discord.gg/prCh468XxA,0,0,at://did:plc:oyrop6ry2pfy2espaanf4sqd/app.bsky.feed.post/3lhgv2l37t22l
2024-12-17T01:05:16.298Z,edwardgofsky.bsky.social,$MSOS ~ USA Marijuana Stocks ETF. All time LOWS everyday. At this rate the whole entire marijuana market will go bankrupt in 2025. $MJ $TOKE $YOLO $CGC $TLRY $OGI $ACB $SPY $DIA,0,0,at://did:plc:xp7ujox3wnridbhzaepcbqc3/app.bsky.feed.post/3ldhnlxrjr225
