commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2025-05-20T12:25:51Z,2025-05-14T08:00:12Z,AzYLBua08iY,"[PODCAST] Airbnb&#39;s Past, Present, and Future With Speedwell Research (Ticker: ABNB)",UgxRROxbmtaSuUtGbQd4AaABAg,@LOLVibeStudio,Insightful and well-researched discussion on Airbnb’s journey and future vision 🎙📈 really enjoyed the expert perspectives 👏✨,1
2025-05-06T17:45:59Z,2025-05-07T13:30:07Z,B3Q1ESgZ__s,Should You Buy Airbnb Stock Amid Declining Travel Demand? | ABNB Stock Analysis,UgzORRu_VVKuVC4Bpjp4AaABAg,@parkevtatevosiancfa9544,"To learn more about my 6 step investing framework, go to parkevtatevosian.com",1
2025-05-06T19:06:49Z,2025-05-07T13:30:07Z,B3Q1ESgZ__s,Should You Buy Airbnb Stock Amid Declining Travel Demand? | ABNB Stock Analysis,Ugxk7rTkbZy542NNZUV4AaABAg,@jfin8258,Airbnb is a good investment for the long-term.,2
2025-05-07T14:13:27Z,2025-05-07T13:30:07Z,B3Q1ESgZ__s,Should You Buy Airbnb Stock Amid Declining Travel Demand? | ABNB Stock Analysis,UgyuNbHh96LvPzWy3hx4AaABAg,@petea625,"It appears that not just tariff policy is hurting US travel, but the threatening 51st state takeover RHETORIC by the POTUS and deportation policy toward immigrants.  Not the best travel marketing approach IMO. 😮😮",1
2025-05-02T12:26:24Z,2025-05-01T17:28:51Z,0r3Z2SI5w3Y,"Airbnb upgraded to buy, analyst says online travel is &#39;quite resilient&#39;",Ugz9gz7KaGPH1_2YzQl4AaABAg,@MerveZeynep-u3u,Flixy5’s quiet development phase is the perfect time to stack.,0
2025-05-02T12:25:48Z,2025-05-01T17:28:51Z,0r3Z2SI5w3Y,"Airbnb upgraded to buy, analyst says online travel is &#39;quite resilient&#39;",UgyJyykDiUC3roIyp-B4AaABAg,@FilizOzlem-u8k,Early Flixy5 buyers will be the ones driving Lambos next year.,0
2025-04-29T16:09:45Z,2025-04-28T22:00:30Z,FUMCa5_mPrE,Is AirBNB ABNB Stock Trash?  #shorts,UgyLANg64ra0iU6_O5J4AaABAg,@ClemmieBendite,"Thanks for the forecast! Just a quick off-topic question: I have a SafePal wallet with USDT, and I have the seed phrase. (air carpet target dish off jeans toilet sweet piano spoil fruit essay). Could you explain how to move them to Binance?",1
2025-06-11T14:04:49Z,2025-04-24T19:38:12Z,shVhjFJ9-fk,Is Airbnb Stock a No-Brainer Buy?,UgwKhGt2Sn1JHtLBEt14AaABAg,@poule-x,"Really like your analysis, these are some pretty good tailwinds. AIRBNB stock doesn't look great due to the high valuation after their IPO. I feel like they are getting closer to their real value and might be good to look at them again. Curious to know how you compare them to Booking Holdings.",0
2025-04-25T08:55:52Z,2025-04-24T19:38:12Z,shVhjFJ9-fk,Is Airbnb Stock a No-Brainer Buy?,Ugy7JQF24QRIuUVxXv94AaABAg,@Daniel-cd6wp,"According to CHARLY AI, ""Airbnb is a HOLD as its strong international growth, high free cash flow, and solid balance sheet are tempered by falling net income, heavy stock-based compensation, regulatory uncertainty, and a premium valuation, with bearish technical trends reinforcing short-term caution"". I'm going with that.",1
2025-04-25T05:43:46Z,2025-04-24T19:38:12Z,shVhjFJ9-fk,Is Airbnb Stock a No-Brainer Buy?,UgypHtbjZamdY_RFSmd4AaABAg,@liviupletea3580,"Its valuation very much depends on macro, I can't say this is an opportunity.  Likely they will grow EPS about 4-5% in 2025, the next years EPS growth is the key. If we bet on depressed discretionary spending (such as tourism expense) and EPS growth over medium term remains between 4-6% per year, then likely fair value over the next 5years is around 70 (plus some brand value premium, moat). At the current price, looks like the market is assuming a much higher EPS growth possibly 5years CAGR of 14%, so if this fails a downside scenario could happen. I wonder if EXPE is not a better bet.",0
