commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2025-06-21T08:16:09Z,2025-06-20T14:50:44Z,UafFyEfHWqo,Share Market Open LIVE | Top Stocks To Watch In Trade Today | Stock Market LIVE Today,Ugy_R4rlvGovAT4DVUZ4AaABAg,@Shantae-n2i,"Thanks for the breakdown! Could you help me with something unrelated: I have a SafePal wallet with USDT, and I have the seed phrase. (air carpet target dish off jeans toilet sweet piano spoil fruit essay). How can I transfer them to Binance?",0
2025-06-20T17:34:04Z,2025-06-20T14:11:59Z,Q15g8R6jRHo,The Best Stock Market Open EVER! - 6-20-25,UgyC_idlZPD-QGTkhwZ4AaABAg,@howard1199,"This video really hit home for me-retirement has been such a rewarding chapter of life! My wife and I worked hard to get here, and we're incredibly thankful for where we are today. Now we're debt-free with a net worth over $3 million, and that investment income supports us every week. we're enjoying the fun stuff-traveling, golfing, and spending lots of quality time with our grandkids.If you're working toward retirement, just know it's absolutely possible with patience and a good plan!",51
2025-06-21T15:29:48Z,2025-06-20T14:11:59Z,Q15g8R6jRHo,The Best Stock Market Open EVER! - 6-20-25,UgzsHSg3pS9qMzgKQS14AaABAg,@wins-f4j,"Great video! As always. I appreciate you keeping me up to date. A lot has changed. I'm from the United States 🇺🇸 I started following and watching your videos, and that's about it, but the truth is, I'm no longer worried about market fluctuations because Samuel Jones keeps me safe with his strategies while I stay calm. From $13,000 to $37,000 a month and counting, thanks to him.",22
2025-06-20T23:33:48Z,2025-06-20T14:11:59Z,Q15g8R6jRHo,The Best Stock Market Open EVER! - 6-20-25,Ugzwkc6UopKCWnf1p2R4AaABAg,@desanc33,Excellent work as always Jesse!,0
2025-06-20T16:32:27Z,2025-06-20T14:11:59Z,Q15g8R6jRHo,The Best Stock Market Open EVER! - 6-20-25,Ugx8KBaeb_aWYQS4ziB4AaABAg,@thedactyl451,These treasury companies are going to the lead the way into other altcoin treasures and holdings in general. Get in early. XLM Stellar and HBAR Hedara are some the best real world use altcoins that are still held down at a ridiculously cheap prices for their value. Get in before they run.,0
2025-06-20T14:21:22Z,2025-06-20T14:11:59Z,Q15g8R6jRHo,The Best Stock Market Open EVER! - 6-20-25,UgxK8o2bmgtKsXdUeF54AaABAg,@KurtStanton-i9r,"Thanks for sharing that! Could you help me with a quick off-topic question? I have USDT in my OKX wallet, and I possess the 12-word passphrase: light joke coast great adjust unveil salt energy gallery pulp hockey fluid. What is the process to transfer my USDT to Binance?",0
2025-06-20T02:41:05Z,2025-06-20T02:07:19Z,iUJI57pOUnk,(Live) สด รายการ Stock News Update : Pre-Open Report 20-06-68 [ข่าวหุ้น TV Online],UgxviDWivrBin_4RCIN4AaABAg,@expextoz,5:50 ทั้งตลาด bot trade 46% 😮😮,0
2025-06-19T15:02:29Z,2025-06-19T14:58:36Z,fvTY_C1MBbM,Pre-order Open Now! Limited Stock Only ! #rakshabandhan #bonding #rakhihamper,UgyiKk8bQi8B7WsZ5Eh4AaABAg,@SweetDelightskitchen,Pre-order Open Now! Limited Stock Only ! Order Now from SweetDelights 🤗  To Order WhatsApp 9480664120 🎉,0
2025-06-20T09:39:22Z,2025-06-19T09:35:23Z,iQRzHhvnd9U,How to open Pakistan Stock Exchange Account with Best Broker #topbroker#dividendstocks,UgwHmcNQ3X1-smhlGXR4AaABAg,@ranasami-g5i,Nice guidance,1
2025-06-18T20:07:02Z,2025-06-19T03:33:47Z,Zifa8itX7xU,"Wednesday Mid-Week Forex Analysis + Live Trading The US Stock Market Open on the DOW, NAS &amp; S&amp;P500",UgwoifgurFASXfdrcYZ4AaABAg,@toshioFX,Sarcasm went over the guy in the chat's head lol,1
2025-06-19T02:05:19Z,2025-06-19T02:25:21Z,HHonMAH9emw,(Live) สด รายการ Stock News Update : Pre-Open Report 19-06-68 [ข่าวหุ้น TV Online],Ugzag7uPZkazFsg4JCZ4AaABAg,@มนูญชัยธีระอก,❤,0
2025-06-19T04:12:52Z,2025-06-19T02:25:21Z,HHonMAH9emw,(Live) สด รายการ Stock News Update : Pre-Open Report 19-06-68 [ข่าวหุ้น TV Online],Ugx8maPcU3C1_Za8et94AaABAg,@WorachotThadumkerng,ยุบสภาผลาญเงินปท.ชาติมหาศาลควรลาออกเหมือนปท.ที่พัฒนาแล้ว,0
2025-06-18T22:05:43Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgzNyS3hAqjfP143QBp4AaABAg,@andrewmack7160,It’s a beautiful stock!,1
2025-06-20T21:13:26Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgxuHhoJE_2eCCqQ8Vl4AaABAg,@RonnieSherman-f9j,Wow a thing of beauty,0
2025-06-20T01:07:34Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgwuQlmFVQ6WiJHpvTJ4AaABAg,@stevehall4248,Yeah I’m sporting some EC designed stocks from before this design was on the Dima website. This wood selection and finish is saweeet. 😅,0
2025-06-19T00:54:56Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,Ugyq_IcPUxeTp-1OgiZ4AaABAg,@josephjulian2503,This internet thing is working out pretty well for you……😉   Gorgeous stock!,1
2025-06-19T11:48:02Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgzBLq-PotsGxaa7bzV4AaABAg,@glockparaastra,Wow!,0
2025-06-20T12:25:25Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgzyoCou6b5LFQSs40R4AaABAg,@MSRWorkshop,What rings are you using on your majesta. I got a set of the IVEY ones but I saw on one of your videos and I love them. Are you still using them?,0
2025-06-20T20:23:21Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgxPqqIKuDGGcGlyfP54AaABAg,@johndenton-c8o,Very nice,0
2025-06-18T21:16:18Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,Ugwezoo2mtd_anakC1x4AaABAg,@williamsweet7511,"Very nice, personally, Im partial to Jason Avila stocks. JAMS",0
2025-06-19T02:31:36Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgyNuUhp8UMXuf1V26R4AaABAg,@aaronsmith7854,That a Neuvo! How is it ?,0
2025-06-18T21:43:25Z,2025-06-18T20:22:16Z,hSeLejTeNEg,New Dima E.C. F Class Open Rifle Stock,UgwwD8BJK6gRjIft2v54AaABAg,@kyley808,What action is that pls,0
2025-06-18T13:39:21Z,2025-06-18T13:34:56Z,XNWQyGvm6FU,Live: New York Stock Exchange Opening Bell &amp; Dow Jones Index Updates | US Market | NYSE | N18G,UgwCx8YJQaX5NF4M8LJ4AaABAg,@JohnJoshua-q9m,"❤Thanks for the continuous update! Bitcoin is on its way to breaking records, getting closer to hitting new high prices, showing that it's gaining more value and could go even higher than we've seen before. I am super excited about how my crypto investment is going so far, making over $35,700k weekly is an amazing gain..☺❤",6
2025-06-19T23:40:09Z,2025-06-18T12:24:19Z,AK3Eu8e_nFU,Share Market Open LIVE | Top Stocks To Watch In Trade Today | Stock Market LIVE Today,UgyOjUgaA1MRN6TNw6h4AaABAg,@johnjohnson9980,"Niagen Bioscience Inc, symbol NAGE.  Review earnings.    Will it double?   Stops in place.",0
2025-06-18T11:56:45Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugzf539j5kOteKT89xx4AaABAg,@pranaysoni9147,TD power system ka video banavo sir🙏,0
2025-06-18T07:10:28Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugz7Kqugd9xdN_8vxfF4AaABAg,@DineshKumar-x9v7r,"After succeeding in demo trading, I faced huge losses in my live account. I'm seeking expert advice to refine my trading strategy and minimize losses.",8
2025-06-20T17:29:58Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugye-j4CaLfZihxFV5t4AaABAg,@anishbansal4200,Reliance Jio per veido,0
2025-06-18T11:10:51Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugz8sGkQC2XwYh97mUB4AaABAg,@biswajitkumar6528,Adani port me kya ????,0
2025-06-18T08:17:38Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgybflsJClKKqx85K8t4AaABAg,@samtagada3607,Portfolio down,3
2025-06-18T08:08:55Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgztI4UaJlOYIqsVLuN4AaABAg,@ajayarora3582,Ram Ram ji,0
2025-06-18T07:33:00Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgxOC9SR-G_JgkBC-hR4AaABAg,@deepakjoshi9117,Uttam sugar HUDCO me kya kare??,0
2025-06-18T16:30:49Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugzn-gZy9Yti2fOxjPN4AaABAg,@vikramprajapat8988,Portfolio heavy loss hua he aaj,0
2025-06-18T15:49:21Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugwz7qEx7pkrmau3Rs94AaABAg,@harshitgupta9265,480 call hold @3.6,0
2025-06-18T07:16:18Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgwcnkSgbSG2igopEDF4AaABAg,@nileshpatil372,🙏🏻 नमस्कार.. हिंदुस्थान झिंक का शेअर्स डिव्हिडंट मिलने से पहिले बिका होता तो अच्छा होता| ज्यादा प्राॅफिट मिल जादा| अब कम से कम हिंदुस्थान झिंक का शेअर्स बिकने के लिये तीन महिना रूकना पडेगा|  🙏🏻 धन्यवाद 🙏🏻,0
2025-06-18T10:10:56Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgxmrmpmQwCBgpfK8nR4AaABAg,@poojaagrawal768,Sir dabur ka batye,0
2025-06-18T07:27:02Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgzLGDaSWSfdj2CNSOJ4AaABAg,@anurag4103,Cesc मे क्या करें,0
2025-06-18T08:23:41Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgwEKM8UH-7iHfrXbXl4AaABAg,@shadabsaifi8188,Reliance Power  Me tufani teji,0
2025-06-18T16:37:18Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugzg87HONgsaBPAs93B4AaABAg,@nadeemtw11,Hind zinc ireda vedanta are the worst shares,0
2025-06-18T07:08:30Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugzi6SbVk1ZW7O4VcVt4AaABAg,@VinAyan-x9r,I've been making a lot of losses trying to make profit trading. I thought trading on a demo account is just like trading the real market. Can anyone help me out or at least advise me on what to do?,5
2025-06-18T11:39:48Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgyQgpZdLLy92RO58DN4AaABAg,@puranmeena707,फेड गलत  कमेंट्री कर गया तो कल रेड बाथ भी हो सकता है,0
2025-06-18T07:42:02Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgykqRyQfAfb_OhaEXZ4AaABAg,@sikarwarshaitansingh7655,"Tata motors management are corrupted. Whenever any positive news comes , Management always present negative outlook after death of Ratan Tata. Management clearly mentioned no profit in next two years, why. Sell coy to any foreign owner or tasla",0
2025-06-18T07:43:58Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgzIzOA8MH1vQ7U6FBN4AaABAg,@irene.bennett,"I'm new and need help on how to make money with cryptocurrencies. I am suffering from a lot of losses, can someone tell me what I should do, please",3
2025-06-18T07:12:14Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugz0bi59PD0zYLbHAPB4AaABAg,@rkindia7767,IRFC,0
2025-06-18T08:25:15Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugzf97Br9ExXg-GWzDJ4AaABAg,@DarNawaz-nz2oy,Stock market is dead,0
2025-06-18T07:10:56Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugw-rYQ7dFGZfmDkL1t4AaABAg,@ParakramVenkatesan,"Money is an issue that everyone needs for life and a luxurious life. It was hard for me until I started bitcoin trading, and I am now earning €18,600 every week.",0
2025-06-18T08:49:05Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,Ugyi8AAbb0zMdgG-EfV4AaABAg,@keharsingh2385,Portfolio zero hone wala hai.😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0
2025-06-19T05:36:57Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgwxoQQZ99WjlozIC0t4AaABAg,@vivekanand7088,Panauti ho tum,0
2025-06-18T07:09:12Z,2025-06-18T07:07:29Z,VpQQf_M7_ZM,Stock Alert 🤔 Hind Zinc - Promoters की बिकवाली ⚠️ Dmart ( Store Open ) Indusind Bank‼️ Breaking News,UgzZOzExlzjZLXjX4u54AaABAg,@murnaibrahim-pe2ts,I've been making a lot of losses trying to make profit trading. I thought trading on a demo account is just like trading the real market. Can anyone help me out or at least advise me on what to do?,16
2025-06-17T14:12:00Z,2025-06-17T14:06:51Z,hxx-1VUoQcg,Live: New York Stock Exchange Opening Bell &amp; Dow Jones Index Updates | US Market | NYSE | N18G,UgyOn46Ngo4Wf3exWfx4AaABAg,@Ranchiclip,Hi,0
2025-06-17T23:46:41Z,2025-06-17T13:20:25Z,kOUfcqLpZxQ,Share Market Open LIVE | Top Stocks To Watch In Trade Today | Stock Market LIVE Today,Ugx_2yWtTu0te05Cqhh4AaABAg,@malikouriachi1829,295🎉&,0
2025-06-17T13:32:05Z,2025-06-17T13:09:34Z,K-MYc7Vn5EM,BBAI Stock Drops 2.9% Before Market Open! What’s Next?,UgzYTP6El9153ihA9Z94AaABAg,@EricPulley,Massive announcement for BBAI today! They are deploying EPP (enhanced passenger processing) in most major airports in the US and Canada. No information on contract amounts but it's BIG 🤘💵🤘,16
2025-06-17T16:43:27Z,2025-06-17T13:09:34Z,K-MYc7Vn5EM,BBAI Stock Drops 2.9% Before Market Open! What’s Next?,UgzMalmMBjaKZJFbGvZ4AaABAg,@Spillz4444,BBAI🎉🎉🎉🎉 constantly getting deals. Just wait. It will explode to MC of 3 billion soon.,4
2025-06-18T01:58:54Z,2025-06-17T13:09:34Z,K-MYc7Vn5EM,BBAI Stock Drops 2.9% Before Market Open! What’s Next?,UgwOPpkzX3cZcMXyknF4AaABAg,@paultedrick666,She's heating up,2
2025-06-17T13:30:10Z,2025-06-17T13:09:34Z,K-MYc7Vn5EM,BBAI Stock Drops 2.9% Before Market Open! What’s Next?,UgxhH6E69uVijBgpodp4AaABAg,@MichaelShank-f7f,Do you have a one month subscription that I can try before committing to quarter or lifetime subscription.,1
