commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2025-05-18T06:27:31Z,2025-05-18T03:54:48Z,8_iVPHnCOB0,INO Stock Q1 2025 Earnings Call: INO-3107 Durability &amp; Cash Runway,UgziCZVnDNoMLm4mjR94AaABAg,@rezaedalat4524,"I absolutely love these podcasts! They’re easy to follow, and you explain everything so clearly. Thank you!",1
2025-04-22T16:03:32Z,2025-04-22T19:30:32Z,QrKiHAS17cg,PRICE BREAKOUT : INO STOCK ANALYSIS | INOVIO PHARMACEUTICALS INC STOCK,UgyFmVoJI6cqdAU9-aJ4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-05-15T15:54:24Z,2025-03-21T02:07:13Z,DBb7ZNMVWlI,INO Earnings: RRP Game Changer &amp; Antibody Revolution?,Ugxi-0XZrdu1lj6XNv14AaABAg,@rezaedalat4524,When is Q1 Podcast being released? 😅,1
2025-01-08T01:17:40Z,2025-01-08T02:02:36Z,uCJh16eMtMw,INO Stock (Inovio Pharmaceuticals stock) INO STOCK PREDICTION INO STOCK analysis INO stock news toda,Ugws3xQSoLWACbOTpkR4AaABAg,@mrsickotrading,"I Show 2,497+ Traders how to make more money in a simple way (Free Tips):https://mrsicko.substack.com/?showWelcome=true Want my Simple 3 step TM 101 Strategy + TraderBrain + private AMA on discord with me?  (FLASH SALE, 6/15 spots taken, offer ends 15th January 2025) https://mrsicko.gumroad.com/l/trademastery101",0
2024-12-07T14:51:59Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgwGFI6RBzVyNpz7mOJ4AaABAg,@mintoxful,Great Analysis (Jawed IT Wala),3
2024-12-07T15:17:46Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgzYrz_oxxFJuyLPYhx4AaABAg,@Faisal-i5t9j,Bundle of thanks doctor sab jazakallah ameen🎉,2
2024-12-07T14:38:17Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,Ugy6-ALjAMBaBOoM2r54AaABAg,@shahidpervaiz4943,Dr sahib zinda bad.,1
2024-12-07T17:07:18Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgyFFgp3iKgGTwNWiJd4AaABAg,@fahadsarfaraz8633,💟💟💟,1
2024-12-07T16:09:38Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgzOUKqeuvNHzjzbHNt4AaABAg,@Syed-Sheroz-Ali,MashaAllah Dr sahab ❤️,1
2024-12-07T15:27:16Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgwXlHis0IWqAdVkkNp4AaABAg,@Isayahya12,JAZAKALLAH ❤,1
2024-12-07T14:10:24Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgwNJ2eJgbeh7Yp9EWB4AaABAg,@TahirRaza-ks6oq,Jazakallah,1
2024-12-07T17:07:10Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgxP1xw7mDsK40EnZhJ4AaABAg,@MuhammadKamran-ly6uv,❤❤❤❤❤,1
2024-12-07T14:21:03Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgwCoLV0vdCqJXy1sFB4AaABAg,@fiaz238,Great Dr. Sb,1
2024-12-07T15:27:30Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgzfnAm5Q1DidY9NT1J4AaABAg,@Isayahya12,ALLAH bless you forever Life ❤,1
2024-12-07T14:06:47Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgyAnrfTkyh8LTycdEt4AaABAg,@TahirRaza-ks6oq,❤,1
2024-12-07T15:27:06Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgxxOJ9dY0295flrZIt4AaABAg,@Isayahya12,MASHALLAH ❤,1
2024-12-08T09:52:08Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,Ugy6TRmErxZ5AJe_RD14AaABAg,@rashidabdullah8757,Nice analysis doctor saab,1
2024-12-07T14:42:38Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,Ugyqm5eN-RXlcPYroA94AaABAg,@shahidpervaiz4943,Khush raho,1
2024-12-07T19:41:46Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgySFkLLefiZbXfqbw54AaABAg,@OmarRashid,Hum sab ka aik he pyara Doctor sahab 🥰 bhut sara pyar izat 💕 hamesha aapki prediction par amal krta hun. ( Hascol  ) 😍😍 = dr sahab,2
2024-12-07T18:37:50Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgxNE5u8IgDTpY9jZ5h4AaABAg,@zubairadhi3420,Zubair,1
2024-12-07T16:06:20Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,UgzPsKvU8STHF_7UfJN4AaABAg,@mbilal3272,Dr Sb very good ❤,1
2024-12-07T15:11:41Z,2024-12-07T14:05:01Z,pC3EQP2viFo,7 Dec 2024#carful ho jao ino items  ma kam karo Jo nei chala  in ma kam karo,Ugz-jDaVCm1I8PaJ0KB4AaABAg,@AttaUllah-l4h,Nice,1
