commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2025-05-17T16:47:52Z,2025-06-16T12:45:06Z,URG8KMEM9ZY,MULTI DECADE BREAKOUT : SLHN STOCK ANALYSIS | SWISS LIFE HOLDING AG STOCK,UgxqcQ1H-uNJRJjjk1N4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-21T01:35:24Z,2025-06-14T13:37:51Z,px4bMvNNwMc,Slims Spring Stock Classic Pump Paintball Game at AG Paintball - Sunday Double Barrel Phantom !,Ugw_yST3nGuaFYB1Sbh4AaABAg,@DKG_Paintball,I need to make it to one of these sometime. Looks like fun!,0
2025-06-11T07:30:13Z,2025-06-11T07:22:11Z,2qPJnBdcrgo,MAJOR UPSIDE : AG STOCK ANALYSIS | FIRST MAJESTIC SILVER CORP STOCK,Ugy9XY5Dj-yVWe-YLdN4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-10T14:02:30Z,2025-06-10T12:48:25Z,iHGkW1HJfrQ,Sika AG: empresa SUIZA de CALIDAD | El inversor de a pie #stocks #quality #valueinvesting #money,Ugzq2nYEZj1JXYGVwT54AaABAg,@inakisanchez7445,Habrá que echarle un vistazo! Saludos Teo.,0
2025-05-12T13:33:20Z,2025-06-10T12:45:39Z,IXLM4Psa_-M,MAJOR PRICE RECOVERY : DB STOCK ANALYSIS | DEUTSCHE BANK AG STOCK,Ugwr3xXiVEpepFU0SPB4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-09T16:05:13Z,2025-06-09T11:11:02Z,5Pdf3by4YNI,Rheinmetall AG Reshapes the European Stock Index Hierarchy #news #newstoday #market #worldnews,UgxzykQxnWAvbN6ZbDF4AaABAg,@news-trading-money,"Rate our video Money for posts: https://www.youtube.com/watch?v=LeJKLm9aoyE&t=3s Money for posts: https://news-trading.com/info/money-for-posts Market Watch: https://news-trading.com/market-watch PAMM Rating: https://news-trading.com/pamm-rating COPY Trading: https://news-trading.com/copy-trading News-trading: Stock market news, securities, and economy, forecasts and analysis. Stock and bond prices. Dividends, multiples, and coupons, fundamental analysis",0
2025-06-09T08:19:23Z,2025-06-09T07:19:58Z,71ullqHAE5c,MAJOR BREAKOUT : ZEHN STOCK ANALYSIS | ZEHNDER GROUP AG STOCK,Ugy052G98zXQMhSIo_h4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-09T08:29:00Z,2025-06-09T07:20:12Z,sG0RHPYOaZY,POTENTIAL EXPANSION : MIKN STOCK ANALYSIS | MIKRON HOLDING AG STOCK,UgyyZ_kiDSAtTCWL9JB4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-09T08:11:25Z,2025-06-09T07:20:07Z,7nlngCpKxQM,MAJOR UPSIDE : UBXN STOCK ANALYSIS | U BLOX HOLDING AG STOCK,Ugy5b6ayE4vezelYLG14AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
2025-06-09T07:47:38Z,2025-06-09T07:19:05Z,IphayLVEW0g,MAJOR UPSWING : BSLN STOCK ANALYSIS | BASILEA PHARMACEUTICA AG  STOCK,UgxB1tSFd6Jl7BxksuZ4AaABAg,@satyajitdasgupta,"For business queries and other queries email me @ sdasgupta.7187@gmail.com Disclaimer: I am not a registered advisor and not authorized by  any stock market regulator / authority. I discuss about potential trends  but not giving any buy / sell recommendations,  and any profit / loss, you will incur will be your sole responsibility",1
